"X","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","near_bay","near_ocean","oneh_ocean","inland"
5008,-118.33,34.02,46,2223,361,968,373,4.26,182600,0,0,1,0
14303,-117.14,32.72,45,1140,310,840,339,1.6156,156300,0,1,0,0
19454,-120.95,37.67,15,3062,584,1624,538,4.3864,137600,0,0,0,1
1795,-122.41,37.94,52,154,33,89,38,3.2875,275000,1,0,0,0
14722,-117.03,32.79,26,3859,513,1469,538,5.8683,220500,0,0,1,0
5036,-118.34,33.99,48,2225,433,1170,401,2.9643,140400,0,0,1,0
15392,-116.98,33.26,12,5898,1002,3129,945,4.7647,254100,0,0,1,0
18106,-122.04,37.3,25,3807,600,1678,600,6.6818,411300,0,0,1,0
16064,-122.48,37.75,52,2515,494,1583,477,4.3393,317600,1,0,0,0
6833,-118.12,34.08,52,1437,290,980,282,5.3032,245700,0,0,1,0
3517,-118.48,34.25,36,1951,395,1040,375,5.1619,195300,0,0,1,0
4302,-118.29,34.09,39,336,173,586,151,1.8056,262500,0,0,1,0
16844,-122.44,37.63,35,5113,959,3004,964,4.7625,281300,0,1,0,0
18709,-122.41,40.58,35,2072,385,1029,375,2.8512,75600,0,0,0,1
3414,-118.4,34.28,16,6573,1480,6161,1473,3.3304,154900,0,0,1,0
19368,-123.07,38.46,31,855,217,280,139,2.3611,112500,0,1,0,0
11427,-117.98,33.7,17,1997,340,952,341,4.4148,239200,0,0,1,0
3142,-118.17,34.86,21,2370,540,1488,554,2.7361,83300,0,0,0,1
17395,-120.44,34.96,39,1228,379,851,341,1.899,113300,0,0,1,0
14949,-116.98,32.72,4,1078,158,571,184,4.6667,223300,0,0,1,0
6201,-117.89,34.08,35,1711,335,825,356,3.5,215600,0,0,1,0
15897,-122.39,37.72,28,1609,340,1064,290,1.1125,206300,1,0,0,0
3431,-118.43,34.26,37,1269,348,1835,335,3.2583,147200,0,0,1,0
17392,-120.44,34.96,30,1685,315,1290,368,3.4722,112500,0,0,1,0
14557,-117.24,32.98,4,6423,1042,2607,983,7.6348,337000,0,1,0,0
14166,-117.07,32.77,38,1130,228,699,241,2.65,167600,0,1,0,0
11954,-117.45,33.93,20,5998,1320,3185,1199,3.2731,113900,0,0,0,1
20279,-119.2,34.19,19,9503,1769,6370,1718,5.0016,218500,0,1,0,0
2234,-119.78,36.86,8,3468,675,1604,626,4.2071,128300,0,0,0,1
301,-122.18,37.76,50,1187,261,907,246,1.9479,89500,1,0,0,0
19756,-122.21,40.18,30,744,156,410,165,2.1898,63200,0,0,0,1
7214,-118.17,34.02,41,676,216,851,199,2.3077,140600,0,0,1,0
474,-122.29,37.86,50,2485,607,1354,563,1.9483,150500,1,0,0,0
4625,-118.32,34.06,52,983,246,578,204,5.7393,500001,0,0,1,0
11226,-117.94,33.81,34,1290,203,664,204,5.8461,227400,0,0,1,0
1411,-122.07,37.94,30,1260,276,707,221,2.892,220800,1,0,0,0
58,-122.28,37.82,52,1489,335,728,244,0.8172,85300,1,0,0,0
9611,-120.49,37.3,35,1313,324,1350,343,1.75,57600,0,0,0,1
12560,-121.45,38.54,41,1278,308,839,280,1.4702,58300,0,0,0,1
10526,-117.7,33.56,3,2443,637,1033,548,4.1379,183300,0,0,1,0
5071,-118.31,33.98,44,222,54,234,77,5.1136,111700,0,0,1,0
7220,-118.16,34.02,35,1734,493,2053,508,2.1442,149200,0,0,1,0
8068,-118.18,33.83,44,1497,277,542,274,5.0052,321800,0,1,0,0
2957,-119.02,35.34,38,1463,294,692,295,2.3125,65800,0,0,0,1
8660,-118.41,33.85,16,6123,1989,2853,1789,4.425,336400,0,1,0,0
11964,-117.41,34.01,34,1231,216,841,199,2.6442,92000,0,0,0,1
9675,-118.74,37.58,20,3301,779,1085,448,3.7315,159300,0,0,0,1
17708,-121.81,37.32,26,2528,511,2677,512,4.1165,164900,0,0,1,0
8353,-118.33,33.96,24,6513,1290,2636,1271,4.2099,189800,0,0,1,0
8574,-118.41,33.9,39,2040,336,926,351,7.5552,500001,0,0,1,0
449,-122.28,37.87,46,3022,696,1293,675,2.543,220700,1,0,0,0
19590,-120.83,37.58,30,1527,256,757,240,3.6629,171400,0,0,0,1
2966,-119.07,35.35,24,4119,865,1294,879,2.4123,86200,0,0,0,1
1345,-121.9,38.01,34,3779,766,2356,722,3.5129,110600,0,0,0,1
11051,-117.85,33.79,52,2102,403,898,365,3.6827,236800,0,0,1,0
2719,-115.57,32.8,16,2276,594,1184,513,1.875,93800,0,0,0,1
8890,-118.5,34.03,32,6365,1784,2767,1698,3.6451,383300,0,0,1,0
14863,-117.09,32.65,25,3509,985,2359,899,2.6296,150000,0,1,0,0
1305,-121.83,38,15,6365,1646,3838,1458,2.5495,103600,0,0,0,1
5862,-118.33,34.18,48,2122,385,926,362,5.6975,231400,0,0,1,0
9939,-122.24,38.25,33,213,36,91,33,4.9167,187500,1,0,0,0
4128,-118.21,34.14,25,1908,628,1412,588,2.2267,189800,0,0,1,0
18242,-122.09,37.39,43,2065,535,1029,500,3.7318,327700,1,0,0,0
18844,-122.9,41.46,31,1277,263,600,241,1.7292,61700,0,0,0,1
11486,-117.99,33.72,26,1787,275,801,270,5.5514,255700,0,0,1,0
2828,-119.09,35.43,28,254,35,118,37,4.8571,237500,0,0,0,1
18037,-121.91,37.23,22,2614,453,1240,462,6.0712,271800,0,0,1,0
17406,-120.45,34.95,7,1479,532,1057,459,2.2538,162500,0,0,1,0
16002,-122.45,37.75,36,2303,381,862,371,6.0274,349000,1,0,0,0
11642,-118.05,33.82,21,2997,372,1323,372,8.6123,386700,0,0,1,0
8640,-118.43,33.87,41,847,173,344,170,6.822,500001,0,1,0,0
9531,-123.1,38.97,36,1211,247,697,251,2.5761,94900,0,0,1,0
19836,-119.39,36.54,30,1408,326,1184,324,1.7165,59100,0,0,0,1
6556,-118.1,34.18,39,2321,336,880,339,7.7108,450000,0,0,0,1
17973,-121.95,37.32,20,1145,198,431,173,3.1103,281900,0,0,1,0
87,-122.27,37.81,40,880,451,582,380,0.977,118800,1,0,0,0
7339,-118.15,33.97,33,1903,469,1882,435,2.4071,170500,0,0,1,0
15493,-117.21,33.13,19,3068,596,912,554,3.775,168000,0,1,0,0
19444,-121.04,37.68,18,5129,1171,3622,1128,2.0272,92700,0,0,0,1
18203,-122.04,37.39,5,8745,2211,3959,2019,4.7685,280100,0,0,1,0
7602,-118.26,33.89,36,2230,417,1395,381,2.8493,109600,0,0,1,0
2438,-119.61,36.58,29,1312,280,788,271,2.6974,73000,0,0,0,1
17103,-122.22,37.46,37,2586,495,1208,502,4.3214,342700,0,1,0,0
17118,-122.16,37.48,36,2238,479,1949,457,2.3769,157300,1,0,0,0
43,-122.26,37.84,49,713,202,462,189,1.025,118800,1,0,0,0
7955,-118.16,33.87,32,1854,471,1363,478,2.6406,156700,0,0,1,0
8992,-118.35,34,30,1879,226,740,266,6.431,492500,0,0,1,0
5725,-118.26,34.18,32,14556,2077,5459,2017,8.1657,500001,0,0,1,0
1573,-122,37.82,20,2206,458,926,432,4.6042,256400,0,0,1,0
9523,-123.21,39.14,15,2235,545,1376,516,1.9032,1e+05,0,0,1,0
909,-122,37.54,29,4133,744,2023,749,5.1616,275100,0,0,1,0
7363,-118.19,33.97,27,2911,972,3559,945,1.9485,146300,0,0,1,0
17252,-119.69,34.42,52,302,112,392,114,2.5978,258300,0,0,1,0
18932,-122.11,38.09,11,673,145,318,137,2.3929,122500,1,0,0,0
1805,-122.33,37.93,34,2326,471,1356,441,2.3475,90300,1,0,0,0
8493,-118.3,33.9,27,3267,762,2099,647,3.4,224100,0,0,1,0
19223,-122.7,38.46,29,2891,459,1012,441,5.0415,240200,0,0,1,0
8074,-118.18,33.83,52,2569,484,1030,451,4.1301,268400,0,1,0,0
10976,-117.84,33.76,22,378,78,196,81,3.6806,219400,0,0,1,0
7843,-118.18,33.9,32,1452,365,1888,366,3.5461,146400,0,0,1,0
4049,-118.53,34.14,28,6920,906,2515,860,9.2189,500001,0,0,1,0
6602,-118.15,34.18,42,1521,320,1118,311,3.3125,154900,0,0,1,0
19900,-119.2,36.28,22,2295,508,1654,478,1.684,65900,0,0,0,1
5907,-118.43,34.3,28,271,61,246,62,1.7062,164600,0,0,1,0
14223,-117.04,32.66,22,3362,630,1471,612,4.1442,303900,0,1,0,0
434,-122.29,37.88,46,1895,442,920,425,2.9926,192100,1,0,0,0
12009,-117.55,33.93,25,5187,934,2725,860,4.1865,154300,0,0,0,1
4137,-118.18,34.12,52,1081,311,904,283,1.9219,165100,0,0,1,0
5101,-118.31,33.97,52,1629,277,819,288,3.725,142600,0,0,1,0
16521,-121.21,37.79,33,811,185,446,198,1.6724,96900,0,0,0,1
3070,-119.25,35.75,36,1598,443,1658,417,1.517,52100,0,0,0,1
18529,-122.04,36.96,44,1294,269,645,259,3.2437,223900,0,1,0,0
15828,-122.42,37.75,52,1564,396,1162,374,3,275000,1,0,0,0
11508,-118.09,33.74,44,1671,390,871,367,4.6369,422200,0,1,0,0
4459,-118.19,34.09,41,2090,530,2043,537,1.9706,144200,0,0,1,0
6042,-117.73,34.05,28,2758,771,2877,694,2.0734,113300,0,0,0,1
7313,-118.2,33.98,43,1091,320,1418,316,2.1522,159400,0,0,1,0
19515,-121.03,37.62,46,2331,508,1210,484,2.5313,77700,0,0,0,1
5709,-118.23,34.21,29,2584,608,1217,568,3.3287,273400,0,0,1,0
1664,-121.93,37.93,16,2169,262,877,245,6.6049,312600,0,0,0,1
15511,-117.07,33.15,17,1893,297,936,287,5.1842,157700,0,0,1,0
8355,-118.32,33.95,44,2131,360,1040,330,5.0912,169800,0,0,1,0
7941,-118.12,33.86,44,2663,511,1277,462,4.3194,199500,0,0,1,0
10358,-117.66,33.59,18,4552,706,1918,671,7.5791,288100,0,0,1,0
19657,-120.85,37.49,42,264,72,310,70,1.4063,61500,0,0,0,1
2847,-118.96,35.41,29,3548,729,1542,659,2.947,87100,0,0,0,1
2121,-119.73,36.75,39,1745,321,901,303,3.1719,67900,0,0,0,1
15824,-122.42,37.75,52,1609,510,1155,439,2.2328,250000,1,0,0,0
18738,-122.35,40.56,16,2801,614,1695,563,1.9,81600,0,0,0,1
16190,-121.29,37.97,52,1610,480,1025,440,1.2962,110200,0,0,0,1
9040,-118.06,34.71,14,2606,514,1228,512,2.5764,150000,0,0,0,1
4808,-118.34,34.02,50,1172,261,685,260,3.1442,130300,0,0,1,0
13702,-117.24,34.11,23,1920,454,1161,358,2.2109,73200,0,0,0,1
16340,-121.34,38.04,16,3295,565,2279,576,3.6083,146400,0,0,0,1
11314,-117.95,33.77,38,989,246,691,204,3.2632,180900,0,0,1,0
4896,-118.24,34.01,48,396,99,485,110,2.375,107500,0,0,1,0
15712,-122.44,37.79,52,2083,491,1224,483,4.0882,468800,1,0,0,0
15310,-117.38,33.19,35,928,264,538,248,2.4583,197900,0,1,0,0
12920,-121.31,38.66,27,1713,282,761,295,5.2081,136400,0,0,0,1
10305,-117.78,33.87,16,5609,952,2624,934,5.3307,169600,0,0,1,0
12829,-121.45,38.7,24,2159,369,1141,355,3.9853,90400,0,0,0,1
6787,-118.14,34.1,27,4073,1013,2411,933,3.108,231000,0,0,1,0
9057,-118.12,34.69,27,3019,501,1580,523,3.7804,113500,0,0,0,1
892,-121.94,37.54,27,3715,526,1631,538,6.2179,305300,0,0,1,0
5882,-118.33,34.16,37,2381,575,1235,499,3.7941,247800,0,0,1,0
7348,-118.16,33.98,33,1196,313,1448,320,2.9375,162500,0,0,1,0
1736,-122.32,37.97,33,1595,292,991,300,4.6937,134100,1,0,0,0
12880,-121.38,38.65,34,825,173,355,130,3.1858,109500,0,0,0,1
19759,-122.23,40.17,21,1401,331,651,299,2.225,64700,0,0,0,1
4165,-118.19,34.1,42,1577,379,1317,378,3.2121,153900,0,0,1,0
19044,-121.76,38.41,19,686,107,348,109,3.9306,93800,0,0,0,1
8937,-118.47,34.02,41,2136,549,986,557,2.7254,444400,0,0,1,0
7251,-118.12,33.99,26,2296,534,1777,507,2.5395,191000,0,0,1,0
4705,-118.34,34.05,52,2530,458,1122,449,3.9167,321600,0,0,1,0
5085,-118.29,33.98,46,1118,300,786,254,1.4042,110000,0,0,1,0
16091,-122.48,37.72,45,1405,338,733,342,4.1116,187500,0,1,0,0
18524,-122.06,36.98,15,3385,669,1571,615,4.2254,320900,0,1,0,0
11080,-117.84,33.81,26,5574,1025,2607,988,4.0324,244900,0,0,1,0
3255,-120.14,36,33,1726,420,1371,388,2.0335,43900,0,0,0,1
19808,-118.96,36.66,18,1302,424,320,133,3.1964,80000,0,0,0,1
7062,-118.02,33.93,35,2400,398,1218,408,4.1312,193800,0,0,1,0
16342,-121.33,38.03,10,629,140,635,146,2.2961,126700,0,0,0,1
17582,-121.92,37.31,34,876,150,424,163,5.2769,241100,0,0,1,0
18736,-122.4,40.51,20,1750,352,834,340,2.485,100600,0,0,0,1
5530,-118.41,33.96,44,1802,306,753,282,6.0286,356000,0,0,1,0
18075,-122,37.28,32,2782,495,1092,455,5.4103,335900,0,0,1,0
7763,-118.1,33.91,36,1080,201,719,201,4.2679,175800,0,0,1,0
7467,-118.19,33.93,44,1613,345,1227,342,3.1667,145700,0,0,1,0
18747,-122.34,40.51,16,2247,502,1206,463,1.9946,119200,0,0,0,1
11465,-117.99,33.67,17,1692,427,903,423,3.5859,262500,0,0,1,0
12738,-121.36,38.64,24,6540,1008,2667,1031,5.5632,175200,0,0,0,1
8490,-118.29,33.91,28,1501,446,1028,418,2.3043,177500,0,0,1,0
7583,-118.24,33.89,34,1479,332,1166,322,2.6165,100900,0,0,1,0
9269,-122.49,38.1,43,1226,244,491,205,4.9286,307000,1,0,0,0
12211,-116.96,33.62,8,1003,167,388,140,4.2917,221900,0,0,0,1
3335,-122.65,38.92,30,70,38,20,13,4.125,112500,0,0,0,1
855,-122.01,37.59,2,838,295,240,149,2.875,237500,1,0,0,0
11945,-117.43,33.93,36,2386,396,1176,374,4.5122,113300,0,0,0,1
19607,-121.04,37.5,33,613,123,343,116,3.1875,129200,0,0,0,1
1146,-121.39,39.61,22,2828,610,986,391,2.8871,94700,0,0,0,1
9629,-120.35,37.31,17,605,159,416,83,2,87500,0,0,0,1
9454,-123.24,39.81,25,1435,304,746,259,1.7788,57900,0,0,0,1
16096,-122.5,37.76,48,1408,295,891,269,3.8333,296300,0,1,0,0
8582,-118.41,33.89,31,702,161,236,144,5.0497,500001,0,0,1,0
11632,-118.03,33.82,17,2178,477,1077,457,3.6815,245300,0,0,1,0
2110,-119.75,36.75,50,1515,294,852,297,1.9955,54200,0,0,0,1
19966,-119.08,36.22,28,1606,320,1158,317,3.0324,55600,0,0,0,1
20583,-122.16,38.9,33,1221,236,488,199,3.7574,92700,0,0,0,1
9429,-122.93,38.02,28,1284,265,628,219,3.5469,2e+05,0,1,0,0
15986,-122.47,37.76,52,2465,489,1170,498,4.0793,306700,1,0,0,0
20395,-118.87,34.22,14,3108,451,1566,434,6.2423,305400,0,0,1,0
1414,-122.07,37.94,43,1454,234,683,258,4.475,265700,1,0,0,0
17569,-121.93,37.32,52,1460,492,1165,455,2.5833,167500,0,0,1,0
7819,-118.11,33.9,35,1323,269,1084,240,5.0753,178000,0,0,1,0
1748,-122.36,37.96,30,950,317,1073,280,1.8664,107800,1,0,0,0
3942,-118.59,34.21,34,2389,521,1560,514,4.8333,225400,0,0,1,0
18532,-122.02,36.98,35,1053,263,552,237,2.7125,217500,0,1,0,0
12325,-116.44,33.93,17,5293,1266,1201,599,1.6849,88400,0,0,0,1
18052,-121.99,37.26,17,4034,611,1158,560,8.2069,442500,0,0,1,0
7964,-118.19,33.86,42,1999,431,1060,399,3.7031,167100,0,0,1,0
1683,-122.3,38,34,1712,317,956,341,4.4394,162000,1,0,0,0
8957,-118.38,34.01,18,9528,2075,3922,1920,4.7612,304100,0,0,1,0
1231,-120.55,38.31,18,1411,312,592,230,1.625,94700,0,0,0,1
13771,-117.02,34.03,19,4415,648,1627,619,4.2361,191600,0,0,0,1
17706,-121.81,37.31,14,2731,578,1109,551,3.1382,139700,0,0,1,0
13051,-121.32,38.59,24,4378,910,2149,812,2.5035,123700,0,0,0,1
10468,-117.73,33.53,3,6388,920,2129,819,7.8915,420600,0,0,1,0
19125,-122.65,38.24,49,3273,579,1431,539,4.275,227600,0,0,1,0
4094,-118.42,34.16,46,54,9,20,6,0.536,375000,0,0,1,0
13493,-117.4,34.04,17,1906,334,1550,338,3.025,81800,0,0,0,1
306,-122.18,37.76,43,2018,408,1111,367,1.8913,91200,1,0,0,0
16570,-121.42,37.76,18,5501,1051,2964,1009,4.1855,162100,0,0,0,1
1931,-121.06,38.7,9,13255,1739,5001,1627,6.314,228900,0,0,0,1
18782,-122.29,40.39,17,1682,332,887,316,1.8438,76400,0,0,0,1
13616,-117.26,34.13,39,3521,747,2256,721,2.1375,87500,0,0,0,1
13397,-117.57,34.02,5,6933,1311,3845,1285,4.6727,158900,0,0,0,1
13828,-117.2,34.48,7,4998,953,2764,891,3.205,101900,0,0,0,1
14955,-116.98,32.75,25,4137,662,1905,630,4.375,214000,0,0,1,0
18554,-122.04,36.96,42,538,107,200,104,2.1667,196400,0,1,0,0
12785,-121.44,38.65,28,1219,240,559,212,3.8295,122200,0,0,0,1
6151,-117.96,34.09,30,2686,613,2477,573,3.4427,160800,0,0,0,1
382,-122.16,37.74,46,1029,181,567,211,3.4844,129500,1,0,0,0
9350,-122.56,37.97,52,1833,324,735,306,4.6944,398900,1,0,0,0
15282,-117.3,33.06,31,2128,520,1049,485,4.027,290000,0,1,0,0
20302,-119.2,34.15,27,2076,681,1904,647,1.4773,160800,0,1,0,0
5142,-118.27,33.96,38,977,295,1073,292,1.0208,86400,0,0,1,0
19884,-119.19,36.34,33,2199,403,1245,394,2.73,96900,0,0,0,1
15550,-117.08,33.11,31,1356,324,1301,331,2.5331,115100,0,0,1,0
20021,-119.04,36.07,17,2623,659,1912,618,1.5893,52000,0,0,0,1
9945,-122.26,38.16,23,2840,491,1586,466,4.0337,130400,1,0,0,0
13266,-117.65,34.1,30,1461,341,1014,345,2.4667,106000,0,0,0,1
3211,-119.63,36.32,36,1518,287,749,255,2.2333,61000,0,0,0,1
3308,-122.64,38.95,28,1503,370,522,268,1.2029,68900,0,0,0,1
9879,-121.86,36.63,37,338,109,231,100,2.5313,108300,0,0,1,0
3118,-117.68,35.55,9,3811,605,1518,568,5.5551,142500,0,0,0,1
8025,-118.11,33.84,36,1074,188,496,196,4.625,217400,0,0,1,0
19269,-122.74,38.43,11,4670,1007,2430,962,3.0341,142300,0,0,1,0
11035,-117.82,33.78,25,4977,645,2061,646,6.58,318500,0,0,1,0
3889,-118.55,34.21,35,2592,490,1427,434,5.0623,246400,0,0,1,0
8648,-118.4,33.87,34,3145,786,1352,727,5.0976,469800,0,0,1,0
14088,-117.09,32.76,44,1139,214,470,217,3.5481,203100,0,1,0,0
15198,-117.09,32.91,16,2005,266,827,270,7.0546,282200,0,0,1,0
466,-122.28,37.86,52,938,195,393,189,3.8594,196400,1,0,0,0
12680,-121.38,38.55,26,1532,264,781,285,4.6944,130900,0,0,0,1
14431,-117.25,32.79,25,1627,375,735,378,3.6429,317100,0,1,0,0
13054,-121.3,38.6,32,9534,1819,4951,1710,3.3926,103400,0,0,0,1
6714,-118.18,34.13,44,2734,415,1057,424,7.9213,477800,0,0,1,0
8709,-118.36,33.86,37,1249,218,583,214,5.7422,330700,0,0,1,0
2267,-119.82,36.79,35,1474,291,709,294,2.6522,65900,0,0,0,1
4476,-118.17,34.08,39,787,181,731,179,3.2279,158500,0,0,1,0
3914,-118.55,34.2,31,1963,420,1494,415,3.5313,211800,0,0,1,0
9197,-119.45,37.21,17,3538,726,1603,629,2.9449,95600,0,0,0,1
1160,-121.53,39.52,30,1030,161,448,159,2.4821,73800,0,0,0,1
14792,-117.11,32.58,28,1869,407,1074,344,2.5988,135600,0,1,0,0
2287,-119.76,36.79,32,2463,468,1261,486,3.3281,75100,0,0,0,1
6112,-117.9,34.13,25,3076,856,2868,752,2.6619,117600,0,0,1,0
3176,-119.83,36.37,25,1549,269,819,272,2.7159,101400,0,0,0,1
4060,-118.44,34.15,38,1387,337,713,343,2.9352,304500,0,0,1,0
12294,-116.9,33.98,30,3915,672,1820,643,3.6339,98600,0,0,0,1
28,-122.28,37.85,52,1898,421,1102,397,1.808,105500,1,0,0,0
1024,-119.93,38.72,15,2061,465,573,196,2.2417,97900,0,0,0,1
13608,-117.25,34.15,22,7935,1976,4523,1791,2.1465,88800,0,0,0,1
2984,-119.03,35.34,34,2221,436,1131,408,3.0486,68500,0,0,0,1
13516,-117.34,34.11,29,2912,566,2188,518,3.2656,90600,0,0,0,1
3206,-119.62,36.35,10,3674,734,1864,718,2.6145,80300,0,0,0,1
8321,-118.3,33.95,36,1786,418,1367,393,1.5078,99600,0,0,1,0
4416,-118.25,34.09,52,1866,470,1211,417,2.935,189400,0,0,1,0
8088,-118.2,33.81,47,2347,437,1219,420,5.3096,209900,0,1,0,0
13859,-117.27,34.49,7,2344,351,846,314,4.7361,174500,0,0,0,1
15995,-122.47,37.76,48,2464,459,1179,458,4.4946,358600,1,0,0,0
8905,-118.47,34.04,32,2909,748,1310,706,4.516,350000,0,0,1,0
5270,-118.54,34.06,21,3755,525,1493,526,11.4233,500001,0,0,1,0
17840,-121.9,37.44,9,957,139,532,142,8.6675,441000,0,0,1,0
13304,-117.62,34.08,30,1372,235,1047,225,3.1597,116300,0,0,0,1
15097,-116.96,32.81,8,2378,638,1410,623,2.9097,152500,0,0,1,0
15382,-117.19,33.41,16,3031,554,1301,518,4.0882,296100,0,0,1,0
3073,-119.23,35.78,8,1612,343,1230,330,2.1806,67200,0,0,0,1
4775,-118.34,34.04,42,2010,494,1203,427,1.9408,134600,0,0,1,0
10017,-121.18,39.23,8,2112,360,782,344,3.7125,175000,0,0,0,1
11707,-120.06,39.09,30,2979,583,316,124,2.1987,124000,0,0,0,1
15378,-117.24,33.37,14,4687,793,2436,779,4.5391,180900,0,0,1,0
13482,-117.37,34.1,10,3404,855,1656,675,1.6977,91300,0,0,0,1
16996,-122.26,37.54,5,3264,442,1607,453,9.1415,500001,1,0,0,0
9358,-122.54,37.96,33,2534,495,996,449,4.3083,500001,1,0,0,0
19796,-123.11,40.6,23,708,202,316,136,1.1602,65000,0,0,0,1
5769,-118.3,34.16,40,1875,460,869,438,3.2321,243600,0,0,1,0
11000,-117.79,33.76,25,2037,252,796,249,11.0546,487200,0,0,1,0
7310,-118.19,33.98,34,1022,286,1058,275,2.6042,156700,0,0,1,0
8772,-118.34,33.8,34,1730,427,1008,393,3.9408,327700,0,0,1,0
17249,-119.7,34.42,52,329,109,291,102,1.4722,350000,0,0,1,0
3088,-118.87,35.65,33,1504,325,584,223,3.4792,94600,0,0,0,1
18552,-122.03,36.96,28,1607,421,926,385,2.425,216100,0,1,0,0
19778,-122.19,39.92,20,2563,658,1363,611,1.023,54200,0,0,0,1
19181,-122.58,38.46,15,2936,517,1182,501,3.3981,246900,0,0,1,0
15759,-122.44,37.77,52,2002,520,939,501,3.2239,488900,1,0,0,0
5400,-118.43,34.03,39,1733,429,855,387,3.2308,340800,0,0,1,0
10233,-117.93,33.87,29,1221,371,1822,326,1.7935,162500,0,0,1,0
10914,-117.86,33.73,26,1702,456,2776,463,2.6385,180200,0,0,1,0
